Study_id,Study_name,country,ISO,admin1,Mul_admin1,time,age_l,age_u,age_mid,total,pos,neg
A_Desiree_LaBeaud_ELISA_vil1,A DL et al/ELISA/village 1,Kenya,KEN,Kwale,0,2009,65,65,65.5,4,1,3
A_Desiree_LaBeaud_ELISA_vil1,A DL et al/ELISA/village 1,Kenya,KEN,Kwale,0,2009,66,66,66.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil1,A DL et al/ELISA/village 1,Kenya,KEN,Kwale,0,2009,67,67,67.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil1,A DL et al/ELISA/village 1,Kenya,KEN,Kwale,0,2009,68,68,68.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil1,A DL et al/ELISA/village 1,Kenya,KEN,Kwale,0,2009,69,99,84.5,19,2,17
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,0,0,0.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,1,1,1.5,3,2,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,2,2,2.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,3,3,3.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,4,4,4.5,21,4,17
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,5,5,5.5,21,1,20
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,6,6,6.5,22,1,21
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,7,7,7.5,22,2,20
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,8,8,8.5,29,4,25
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,9,9,9.5,33,9,24
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,10,10,10.5,30,7,23
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,11,11,11.5,38,9,29
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,12,12,12.5,39,18,21
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,13,13,13.5,35,13,22
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,14,14,14.5,39,14,25
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,15,15,15.5,41,12,29
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,16,16,16.5,27,17,10
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,17,17,17.5,15,6,9
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,18,18,18.5,25,8,17
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,19,19,19.5,16,4,12
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,20,20,20.5,7,3,4
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,21,21,21.5,20,10,10
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,22,22,22.5,8,6,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,23,23,23.5,13,6,7
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,24,24,24.5,9,6,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,25,25,25.5,7,1,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,26,26,26.5,17,10,7
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,27,27,27.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,28,28,28.5,13,3,10
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,29,29,29.5,5,0,5
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,30,30,30.5,11,4,7
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,31,31,31.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,32,32,32.5,8,3,5
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,33,33,33.5,4,1,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,34,34,34.5,11,3,8
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,35,35,35.5,9,0,9
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,36,36,36.5,6,2,4
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,37,37,37.5,4,2,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,38,38,38.5,7,3,4
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,39,39,39.5,10,3,7
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,40,40,40.5,11,2,9
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,41,41,41.5,2,1,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,42,42,42.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,43,43,43.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,44,44,44.5,6,1,5
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,45,45,45.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,46,46,46.5,4,2,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,47,47,47.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,48,48,48.5,7,1,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,49,49,49.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,50,50,50.5,14,3,11
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,51,51,51.5,5,1,4
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,52,52,52.5,8,0,8
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,53,53,53.5,9,4,5
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,54,54,54.5,7,0,7
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,55,55,55.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,56,56,56.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,57,57,57.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,58,58,58.5,5,0,5
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,59,59,59.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,60,60,60.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,61,61,61.5,1,1,0
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,62,62,62.5,4,1,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,63,63,63.5,7,4,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,64,64,64.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,65,65,65.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,66,66,66.5,4,1,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,67,67,67.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,68,68,68.5,7,1,6
A_Desiree_LaBeaud_ELISA_vil2,A DL et al/ELISA/village 2,Kenya,KEN,Kwale,0,2009,69,99,84.5,16,2,14
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,0,0,0.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,1,1,1.5,2,1,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,2,2,2.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,3,3,3.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,4,4,4.5,7,0,7
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,5,5,5.5,24,0,24
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,6,6,6.5,24,1,23
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,7,7,7.5,15,0,15
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,8,8,8.5,14,0,14
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,9,9,9.5,14,2,12
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,10,10,10.5,23,6,17
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,11,11,11.5,15,8,7
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,12,12,12.5,24,13,11
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,13,13,13.5,16,11,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,14,14,14.5,22,13,9
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,15,15,15.5,9,2,7
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,16,16,16.5,4,1,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,17,17,17.5,6,3,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,18,18,18.5,6,1,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,19,19,19.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,20,20,20.5,8,3,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,21,21,21.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,22,22,22.5,12,6,6
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,23,23,23.5,4,2,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,24,24,24.5,4,0,4
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,25,25,25.5,6,3,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,26,26,26.5,1,1,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,27,27,27.5,2,1,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,28,28,28.5,4,0,4
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,29,29,29.5,7,4,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,30,30,30.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,31,31,31.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,32,32,32.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,33,33,33.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,34,34,34.5,8,2,6
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,35,35,35.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,36,36,36.5,7,2,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,37,37,37.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,38,38,38.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,39,39,39.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,40,40,40.5,9,2,7
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,41,41,41.5,5,0,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,42,42,42.5,2,1,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,43,43,43.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,44,44,44.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,45,45,45.5,5,0,5
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,46,46,46.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,47,47,47.5,2,2,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,48,48,48.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,49,49,49.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,50,50,50.5,4,0,4
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,51,51,51.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,52,52,52.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,53,53,53.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,54,54,54.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,55,55,55.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,56,56,56.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,57,57,57.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,58,58,58.5,2,0,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,59,59,59.5,3,0,3
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,60,60,60.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,61,61,61.5,3,1,2
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,62,62,62.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,63,63,63.5,1,1,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,64,64,64.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,65,65,65.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,66,66,66.5,2,1,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,67,67,67.5,0,0,0
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,68,68,68.5,1,0,1
A_Desiree_LaBeaud_ELISA_vil3,A DL et al/ELISA/village 3,Kenya,KEN,Kwale,0,2009,69,99,84.5,5,0,5
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,0,0,0.5,1,1,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,1,1,1.5,0,0,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,2,2,2.5,0,0,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,3,3,3.5,0,0,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,4,4,4.5,13,0,13
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,5,5,5.5,12,0,12
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,6,6,6.5,17,1,16
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,7,7,7.5,23,0,23
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,8,8,8.5,25,0,25
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,9,9,9.5,32,2,30
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,10,10,10.5,18,1,17
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,11,11,11.5,31,2,29
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,12,12,12.5,27,0,27
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,13,13,13.5,19,3,16
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,14,14,14.5,19,2,17
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,15,15,15.5,18,5,13
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,16,16,16.5,16,0,16
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,17,17,17.5,7,0,7
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,18,18,18.5,9,4,5
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,19,19,19.5,7,0,7
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,20,20,20.5,6,0,6
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,21,21,21.5,4,1,3
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,22,22,22.5,11,4,7
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,23,23,23.5,7,0,7
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,24,24,24.5,10,2,8
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,25,25,25.5,1,0,1
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,26,26,26.5,10,0,10
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,27,27,27.5,2,1,1
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,28,28,28.5,6,2,4
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,29,29,29.5,11,2,9
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,30,30,30.5,15,0,15
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,31,31,31.5,6,1,5
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,32,32,32.5,8,1,7
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,33,33,33.5,8,0,8
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,34,34,34.5,8,2,6
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,35,35,35.5,10,1,9
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,36,36,36.5,9,1,8
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,37,37,37.5,4,0,4
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,38,38,38.5,9,0,9
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,39,39,39.5,5,1,4
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,40,40,40.5,3,0,3
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,41,41,41.5,5,1,4
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,42,42,42.5,3,1,2
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,43,43,43.5,1,1,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,44,44,44.5,3,0,3
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,45,45,45.5,5,0,5
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,46,46,46.5,0,0,0
A_Desiree_LaBeaud_ELISA_PRNT_vil1,A DL et al/PRNT/village 1,Kenya,KEN,Kwale,0,2009,47,47,47.5,3,0,3
